time,lat,lon,realization,t2m
1940-01-01,50.75,13.5,0,291.56067
1940-01-01,50.75,13.75,0,291.8951
1940-01-01,50.75,14.0,0,292.4515
1940-01-01,50.75,14.25,0,292.7473
1940-01-01,50.75,14.5,0,292.892
1940-01-01,50.75,14.75,0,292.60776
1940-01-01,50.75,15.0,0,292.2191
1940-01-01,51.0,5.75,0,294.11996
1940-01-01,51.0,6.0,0,294.09195
1940-01-01,51.0,6.25,0,294.05435
1940-01-01,51.0,6.5,0,294.15186
1940-01-01,51.0,6.75,0,294.15665
1940-01-01,51.0,7.0,0,293.9957
1940-01-01,51.0,7.25,0,293.54477
1940-01-01,51.0,7.5,0,292.92432
1940-01-01,51.0,7.75,0,292.32877
1940-01-01,51.0,8.0,0,291.9402
1940-01-01,51.0,8.25,0,291.8956
1940-01-01,51.0,8.5,0,292.36438
1940-01-01,51.0,8.75,0,293.06946
1940-01-01,51.0,9.0,0,293.00674
1940-01-01,51.0,9.25,0,292.89078
1940-01-01,51.0,9.5,0,292.63144
1940-01-01,51.0,9.75,0,292.70132
1940-01-01,51.0,10.0,0,293.00967
1940-01-01,51.0,10.25,0,292.92093
1940-01-01,51.0,10.5,0,292.90002
1940-01-01,51.0,10.75,0,293.1285
1940-01-01,51.0,11.0,0,293.18863
1940-01-01,51.0,11.25,0,293.17203
1940-01-01,51.0,11.5,0,293.22745
1940-01-01,51.0,11.75,0,293.24863
1940-01-01,51.0,12.0,0,293.24405
1940-01-01,51.0,12.25,0,293.3898
1940-01-01,51.0,12.5,0,293.63736
1940-01-01,51.0,12.75,0,293.68607
1940-01-01,51.0,13.0,0,293.54172
1940-01-01,51.0,13.25,0,293.0632
1940-01-01,51.0,13.5,0,292.91434
1940-01-01,51.0,13.75,0,292.9447
1940-01-01,51.0,14.0,0,292.90897
1940-01-01,51.0,14.25,0,292.88754
1940-01-01,51.0,14.5,0,292.8959
1940-01-01,51.0,14.75,0,292.98572
1940-01-01,51.0,15.0,0,293.09268
1940-01-01,51.25,5.75,0,294.1674
1940-01-01,51.25,6.0,0,294.20865
1940-01-01,51.25,6.25,0,294.33936
1940-01-01,51.25,6.5,0,294.26822
1940-01-01,51.25,6.75,0,294.19962
1940-01-01,51.25,7.0,0,294.0022
1940-01-01,51.25,7.25,0,293.62198
1940-01-01,51.25,7.5,0,293.11777
1940-01-01,51.25,7.75,0,292.7255
1940-01-01,51.25,8.0,0,292.29434
1940-01-01,51.25,8.25,0,291.66568
1940-01-01,51.25,8.5,0,291.8182
1940-01-01,51.25,8.75,0,291.96484
1940-01-01,51.25,9.0,0,292.3872
1940-01-01,51.25,9.25,0,292.49585
1940-01-01,51.25,9.5,0,292.42648
1940-01-01,51.25,9.75,0,292.4294
1940-01-01,51.25,10.0,0,292.74484
1940-01-01,51.25,10.25,0,292.56784
1940-01-01,51.25,10.5,0,292.47702
1940-01-01,51.25,10.75,0,292.61246
1940-01-01,51.25,11.0,0,292.78726
1940-01-01,51.25,11.25,0,293.04703
1940-01-01,51.25,11.5,0,293.2679
1940-01-01,51.25,11.75,0,293.4012
